ufcstats_id,first_name,last_name,full_name,nickname,height,weight,reach,stance,wins,losses,draws,date_of_birth,sig_strikes_landed_per_minute,sig_strike_accuracy,sig_strikes_absorbed_per_minute,sig_strike_defence,avg_takedowns_per_15_minutes,takedown_accuracy,takedown_defence,avg_submission_attempts_per_15_minutes
710d93f1508f7104,Stevie,Lynch,Stevie Lynch,,"5' 10""",170,--,Orthodox,5,2,0,--,2.47,25,7.06,41,0.0,0,0,0.0
edfe95e3c33a4bf8,Adam,Lynn,Adam Lynn,,"5' 10""",155,--,Orthodox,17,10,0 (1 NC),--,1.47,63,6.95,10,0.0,0,50,0.0
91acd6910b802a9e,Chris,Lytle,Chris Lytle,Lights Out,"5' 11""",170,68,Orthodox,31,18,5,"Aug 18, 1974",3.76,45,3.03,58,0.7,55,55,2.4
98a6b2361045898f,Dong,Hyun Ma,Dong Hyun Ma,Maestro,"5' 11""",155,70,Orthodox,16,11,3,"Sep 09, 1988",2.84,41,4.1,54,1.27,53,33,0.0
450bacdacd706bcd,Pawan,Maan,Pawan Maan,,"5' 7""",155,70,Orthodox,7,3,1,"Apr 06, 1986",0.89,44,2.98,43,0.0,0,0,0.0
ed74afc8b5b47a61,William,Macario,William Macario,Patolino,"5' 11""",170,75,Orthodox,9,3,0,"Jul 01, 1991",4.92,54,3.96,65,1.85,45,78,0.0
2be6596a9db33bf5,Jason,MacDonald,Jason MacDonald,The Athlete,"6' 3""",185,80,Orthodox,25,16,0,"Jun 03, 1975",1.55,52,2.7,46,1.43,16,35,2.0
f3388d2cf7ab3f64,Rob,MacDonald,Rob MacDonald,Maximus,"6' 3""",205,78,Orthodox,5,4,0,"Sep 05, 1978",1.8,50,2.04,46,7.19,80,80,5.4
cbd5d3cdd862e90e,Rory,MacDonald,Rory MacDonald,Red King,"6' 0""",170,76,Orthodox,19,4,0,"Jul 22, 1989",3.75,42,2.8,62,1.77,47,88,0.4
35e1f9984ed64206,Ryan,MacDonald,Ryan MacDonald,Main Event,"5' 11""",135,71,Switch,10,2,0,"Mar 18, 1993",2.28,29,6.49,45,0.0,0,0,0.0
39831e62d12e7ad1,Clayton,MacFarlane,Clayton MacFarlane,,--,170,--,,4,1,0,--,1.33,52,1.82,55,1.05,33,37,0.0
8cf90e41646491fd,Ilima,Macfarlane,Ilima Macfarlane,,"5' 4""",125,--,,6,0,0,--,4.13,43,2.93,65,0.0,0,50,1.0
a1a91dbf41a029c4,Valesca,Machado,Valesca Machado,Tina Black,"5' 4""",115,63,Orthodox,8,3,0 (1 NC),"May 06, 1996",2.4,32,2.87,64,0.0,0,76,0.0
89839250eb25c9c1,Caio,Machado,Caio Machado,Lionheart,--,145,--,,14,7,0,"Jul 20, 1994",0.0,0,0.0,0,0.0,0,0,0.0
f7a7f7118d4b01b6,Lyoto,Machida,Lyoto Machida,The Dragon,"6' 1""",185,74,Southpaw,24,8,0,"May 30, 1978",2.59,53,1.57,61,1.21,65,75,0.4
cd7bafbeee1f29a0,War,Machine,War Machine,,"5' 11""",170,--,Orthodox,14,5,0,"Nov 30, 1981",2.32,60,3.17,43,1.16,50,40,0.0
dedc3bb440d09554,Anthony,Macias,Anthony Macias,Mad Dog,"5' 9""",185,--,Switch,26,18,0,--,0.0,0,0.0,0,0.0,0,0,0.0
e88b83dea18f5d31,Pauline,Macias,Pauline Macias,PITA,"5' 4""",115,64,Southpaw,4,1,0,"Jun 27, 1988",0.8,29,4.6,42,2.0,18,0,0.0
e25bcbcdaf6537a1,Reza,Madadi,Reza Madadi,Mad Dog,"5' 11""",155,73,Orthodox,14,6,0,"Jun 20, 1978",2.51,46,3.31,66,3.17,33,89,0.5
68c7ad953455c73f,Don,Madge,Don Madge,Magic Man,"6' 0""",155,72,Southpaw,9,3,1,"Nov 12, 1990",2.08,52,0.74,67,2.22,25,80,0.7
a8d521d913df4e31,Ryan,Madigan,Ryan Madigan,,"6' 0""",170,--,Orthodox,5,3,0,--,0.0,0,3.35,47,0.0,0,0,0.0
7691a80e6ca3e55b,Jon,Madsen,Jon Madsen,,"6' 0""",240,72,Orthodox,8,2,0,"Feb 12, 1980",2.46,41,1.18,81,1.32,71,70,0.0
da0995f19b749cfa,Mark,Madsen,Mark Madsen,The Olympian,"5' 8""",155,72,Orthodox,12,1,0,"Sep 23, 1984",3.24,47,3.67,53,3.09,66,62,0.0
a4bf17bd3ba3423b,Yoshiro,Maeda,Yoshiro Maeda,,"5' 7""",139,68,Southpaw,35,16,5,"Oct 31, 1981",2.36,33,2.55,63,2.93,51,50,0.7
8bbc0cfc01bc1ba1,Leonardo,Mafra,Leonardo Mafra,Macarrao,"5' 10""",155,70,Orthodox,13,4,0,"Apr 25, 1989",4.55,48,4.38,43,2.12,83,69,0.4
88a9bc81271ccd89,Vinny,Magalhaes,Vinny Magalhaes,Pezao,"6' 3""",205,75,Orthodox,14,9,0 (1 NC),"Jul 02, 1984",2.14,24,3.97,68,1.55,44,66,0.8
1b583c64c23f0c7f,Vinicius,Magalhaes,Vinicius Magalhaes,Draculinho,--,145,--,,2,1,0,"Jul 30, 1971",0.0,0,0.0,0,0.0,0,0,0.0
0c5c66ddd1886b83,Caio,Magalhaes,Caio Magalhaes,Hellboy,"6' 1""",185,73,Orthodox,10,3,0,"Dec 14, 1987",2.27,40,2.78,56,1.05,15,58,1.6
7a613f78dd7ee8f8,Bernardo,Magalhaes,Bernardo Magalhaes,Trekko,"5' 9""",155,--,Orthodox,13,4,0,"Apr 08, 1981",1.8,27,3.37,68,0.0,0,0,0.5
8db1b36dde268ef6,Eric,Magana,Eric Magana,,--,--,--,,1,1,0,--,0.0,0,0.0,0,0.0,0,0,0.0
2015c944226ad2df,Brandon,Magana,Brandon Magana,,--,170,--,Orthodox,6,2,0,--,0.0,0,0.0,0,0.0,0,0,0.0
bd878a638e0e3be3,Angela,Magana,Angela Magana,Your Majesty,"5' 1""",115,65,Orthodox,11,9,0,"Aug 02, 1983",1.53,28,4.92,42,0.4,25,28,0.4
84b3e7d38f2d2ec5,Neil,Magny,Neil Magny,The Haitian Sensation,"6' 3""",170,80,Orthodox,27,11,0,"Aug 03, 1987",3.59,46,2.25,54,2.4,42,56,0.3
e7e970d508529bf3,Ibragim,Magomedov,Ibragim Magomedov,,"6' 0""",250,--,Orthodox,22,8,1,--,0.26,4,3.86,42,0.0,0,0,0.0
7ea1f74cef32f906,Rashid,Magomedov,Rashid Magomedov,Highlander,"5' 9""",155,70,Orthodox,20,2,0,"Nov 29, 1984",4.4,49,3.05,54,0.67,57,89,0.2
369e1ce458ef50a6,Ruslan,Magomedov,Ruslan Magomedov,Leopard,"6' 3""",242,78,Orthodox,14,1,0,"Nov 26, 1986",4.02,47,1.47,66,0.33,100,88,0.0
36b8f265bcd1b7a4,Abus,Magomedov,Abus Magomedov,,"6' 2""",185,78,Orthodox,25,4,1,"Sep 02, 1990",22.11,100,0.0,100,0.0,0,0,0.0
06734ca9d88dec3a,Shara,Magomedov,Shara Magomedov,Bullet,"6' 2""",170,--,,11,0,0,"May 16, 1994",0.0,0,0.0,0,0.0,0,0,0.0
87aa9fb63d6b51a1,Zabit,Magomedsharipov,Zabit Magomedsharipov,,"6' 1""",145,73,Orthodox,18,1,0,"Mar 01, 1991",4.89,48,3.0,64,5.22,56,77,0.8
1a7745388839e52b,John,Maguire,John Maguire,The One,"5' 9""",155,69,Southpaw,24,9,0,"May 19, 1983",1.41,41,2.44,65,2.8,46,77,1.1
fb0b6593cec84356,Lolohea,Mahe,Lolohea Mahe,,--,--,--,,10,4,1,--,1.71,29,6.92,40,2.44,40,0,0.0
118463dd8db16e7f,Michelle,Maher,Michelle Maher,,--,145,--,,1,2,0,--,0.0,0,0.0,0,0.0,0,0,0.0
8c1ca54b5089d199,Maheshate,,Maheshate,,"6' 0""",155,71,Orthodox,9,3,0,"Dec 01, 1999",2.91,26,4.86,49,0.0,0,45,0.0
ae58685caf8e4a0d,Bill,Mahood,Bill Mahood,The Butcher,"6' 3""",200,--,Orthodox,20,7,1 (1 NC),"Feb 01, 1967",1.54,85,3.59,17,0.0,0,0,3.9
7a9c1bb08a743d7f,Klayton,Mai,Klayton Mai,,"5' 9""",125,--,,8,3,0,"Nov 30, 1986",1.53,42,1.02,63,3.83,100,0,7.7
427b5953ac8e3a27,Demian,Maia,Demian Maia,,"6' 1""",170,72,Southpaw,28,11,0,"Nov 06, 1977",1.8,43,2.07,63,2.49,24,61,1.0
8e1f36476ef02a6a,Jennifer,Maia,Jennifer Maia,,"5' 4""",125,64,Orthodox,21,9,1,"Oct 06, 1988",4.5,38,4.78,55,0.27,21,57,0.1
03b1b79b34eaf217,Nayara,Maia,Nayara Maia,Capita,"5' 5""",125,66,Orthodox,7,1,1,"Jul 25, 1990",0.6,36,3.33,43,1.0,33,0,1.0
b301292b1bc92bdb,Roshan,Mainam,Roshan Mainam,The Indian Notorious,--,135,--,,6,3,0,--,0.0,0,0.0,0,0.0,0,0,0.0
938ad489fb7a1f31,Levan,Makashvili,Levan Makashvili,The Hornet,"5' 8""",145,68,Orthodox,15,2,1,"Jan 07, 1989",2.87,54,2.07,61,3.67,42,85,0.0
c21a036b4e012f1c,John,Makdessi,John Makdessi,The Bull,"5' 8""",155,68,Orthodox,18,8,0,"May 03, 1985",5.52,50,4.04,69,0.0,0,85,0.0
275aca31f61ba28c,Islam,Makhachev,Islam Makhachev,,"5' 10""",155,70,Southpaw,24,1,0,"Oct 27, 1991",2.35,59,1.27,61,3.24,62,90,1.1
3d481aa374c954a1,Aliev,Makhmud,Aliev Makhmud,,"5' 6""",195,--,Southpaw,0,1,0,"Feb 13, 1970",1.12,30,2.24,36,2.1,50,0,0.0
57ab4d7c0bc09a30,Zach,Makovsky,Zach Makovsky,Fun Size,"5' 4""",125,64,Southpaw,20,8,0,"Apr 19, 1983",1.94,43,2.24,62,3.71,30,56,0.3
7f1bf0c255ec8756,Azat,Maksum,Azat Maksum,Kazakh,--,125,--,,16,0,0,"Feb 02, 1995",0.0,0,0.0,0,0.0,0,0,0.0
110404b505fb562c,Jeremy,Malaterre,Jeremy Malaterre,,"5' 11""",155,--,,4,2,0,--,0.0,0,0.0,0,0.0,0,0,0.0
1fb80f46d3c105d9,Fabio,Maldonado,Fabio Maldonado,Caipira de Aco,"6' 1""",205,75,Orthodox,23,11,0,"Mar 17, 1980",5.29,58,4.31,53,0.44,57,61,0.6
e5ce754b01f922be,Marvin,Maldonado,Marvin Maldonado,The Bulldog,"5' 6""",135,--,,2,4,0 (1 NC),--,0.87,56,3.47,43,0.0,0,20,0.0
b60c980f79b87ce8,Bea,Malecki,Bea Malecki,,"5' 9""",135,74,Orthodox,4,1,0,"Aug 23, 1991",6.84,46,6.96,62,0.0,0,78,1.1
d38e8c6ae2dfc051,Nazareno,Malegarie,Nazareno Malegarie,El Tigre,"5' 8""",155,--,,28,4,0,"May 16, 1986",3.87,34,3.27,69,1.0,33,0,0.0
a314687f372b2cec,Carl,Malenko,Carl Malenko,,"5' 11""",200,--,Orthodox,6,4,0,--,0.0,0,0.0,0,0.0,0,0,0.0
d4270315cbcf2569,Jacob,Malkoun,Jacob Malkoun,Mamba,"5' 9""",185,73,Orthodox,7,2,0,"Aug 26, 1995",3.7,55,2.64,50,7.46,44,0,0.5
dd6103dd7127db1d,Mike,Malott,Mike Malott,Proper,"6' 1""",170,73,Orthodox,9,1,1,"Nov 07, 1991",4.49,41,3.48,54,1.91,42,0,1.3
eefc73b53d4a05d7,Dan,Manasoiu,Dan Manasoiu,,--,--,--,,0,0,0,--,0.0,0,0.0,0,0.0,0,0,0.0
725a834930c2b5bf,Troy,Mandaloniz,Troy Mandaloniz,Rude Boy,"5' 9""",170,--,Orthodox,3,2,0,"Feb 01, 1980",3.52,56,4.71,63,3.1,66,57,0.0
6e9f40c706f91f32,Nate,Maness,Nate Maness,Mayhem,"5' 10""",125,72,Orthodox,14,3,0,"Jun 27, 1991",1.94,42,4.65,40,0.96,75,75,0.3
9297ce6eee046f7a,Michael,Mangan,Michael Mangan,,--,155,--,,0,3,0,--,1.94,33,4.52,46,19.35,50,100,0.0
1c0ffc63d8ec8f45,Gary,Mangat,Gary Mangat,,"5' 7""",135,--,,15,3,0,--,0.0,0,0.0,0,0.0,0,0,0.0
e5767ed355a937c2,Melvin,Manhoef,Melvin Manhoef,No Mercy,"5' 9""",185,--,Orthodox,30,14,1 (2 NC),"May 11, 1976",3.52,48,2.64,51,0.33,25,78,0.0
b6c6d1731ff00eeb,Melchor,Manibusan,Melchor Manibusan,Barracuda,"5' 5""",154,--,Southpaw,2,4,0,"Dec 27, 1976",1.58,54,5.79,15,0.0,0,0,0.0
a0602dd050bebefc,Jon,Manley,Jon Manley,,"6' 1""",170,--,Orthodox,9,4,0,"Jul 07, 1986",1.13,20,4.33,45,1.0,7,20,0.0
0eef1bf99afd4ff2,Steve,Mann,Steve Mann,,"6' 1""",170,--,,12,5,0,--,3.18,70,0.66,57,1.64,100,60,0.0
b6203e0492a9336c,Marnic,Mann,Marnic Mann,The Sawed-Off Savage,"5' 0""",115,64,Southpaw,5,1,0,"Mar 05, 1993",1.99,55,4.19,18,4.71,37,0,0.0
a23e63184c65f5b8,Chris,Manuel,Chris Manuel,,"5' 9""",135,--,Orthodox,9,7,2,"Jul 21, 1987",2.53,40,2.67,66,1.0,20,100,0.0
1e1dbd1cc5a7469e,Jimi,Manuwa,Jimi Manuwa,Poster Boy,"6' 1""",205,79,Orthodox,17,6,0,"Feb 18, 1980",3.43,54,3.97,49,0.53,18,70,0.4
ff4c3ab594c7fac3,Cristiano,Marcello,Cristiano Marcello,,"5' 9""",155,72,Orthodox,13,6,0,"Dec 03, 1977",2.56,33,3.61,58,0.44,11,20,0.9
850266b3dc4e506e,Daniel,Marcos,Daniel Marcos,Soncora,"5' 7""",135,69,Orthodox,14,0,0,"Mar 07, 1993",6.01,53,3.05,71,0.0,0,88,0.0
b35ba64b6a2bbcb3,Jose,Maria,Jose Maria,No Chance,"5' 5""",125,--,Orthodox,37,7,0 (2 NC),"Jan 04, 1982",3.2,53,3.98,52,2.32,27,33,2.3
72e5e5a6edfa8223,Marcos,Mariano,Marcos Mariano,Dhalsim,"6' 1""",155,76,Switch,6,6,0,"Oct 12, 1986",0.25,27,2.11,43,0.0,0,28,0.0
23a6e307077c6ccc,Enrique,Marin,Enrique Marin,Wasabi,"5' 10""",170,--,,10,4,0,"Sep 02, 1986",1.43,33,3.0,50,2.5,38,60,1.0
bd21a1e3d41c97ee,Ronny,Markes,Ronny Markes,,"6' 1""",185,75,Orthodox,17,5,0,"Apr 21, 1988",2.17,53,2.43,45,3.13,40,100,0.5
23a16ebe733e3041,Rory,Markham,Rory Markham,,"6' 0""",170,71,Orthodox,17,6,0,"Mar 25, 1982",1.98,21,10.27,45,0.0,0,0,0.0
4a57ebb14315b251,Randa,Markos,Randa Markos,Quiet Storm,"5' 4""",115,63,Orthodox,11,12,1,"Aug 10, 1985",2.97,43,3.1,58,1.12,28,52,0.2
c7be22a47a58365a,Christina,Marks,Christina Marks,,"5' 7""",125,69,Orthodox,8,9,0,"Nov 08, 1985",5.0,58,3.0,64,7.5,100,0,0.0
a8e6a69796280f17,Nate,Marquardt,Nate Marquardt,The Great,"6' 0""",185,74,Orthodox,35,19,2,"Apr 20, 1979",2.71,49,2.32,55,1.87,51,70,0.8
687c15b2eddfaa63,Danilo,Marques,Danilo Marques,,"6' 6""",205,77,Orthodox,11,4,0,"Dec 26, 1985",1.44,79,2.52,52,3.93,28,0,0.8
d0e1b42d41dab603,Julian,Marquez,Julian Marquez,The Cuban Missile Crisis,"6' 2""",185,72,Orthodox,9,4,0,"May 08, 1990",4.86,44,4.99,51,0.0,0,53,2.6
aa03a3ca00ac6827,Carmelo,Marrero,Carmelo Marrero,The Fury,"6' 0""",205,73,Orthodox,16,6,0 (1 NC),"Jan 26, 1981",0.84,34,2.04,54,3.21,36,36,0.9
e8efeb9cf33b1941,Cesar,Marscucci,Cesar Marscucci,,--,--,--,,3,2,0,--,0.0,0,0.0,0,0.0,0,0,0.0
b6b12014698cc345,John,Marsh,John Marsh,,"6' 0""",265,--,Orthodox,8,7,0,"Sep 15, 1970",0.83,42,2.23,40,0.43,100,54,0.4
4c91eb190d5e0dd9,CJ,Marsh,CJ Marsh,,--,--,--,,5,7,0,--,0.0,0,0.0,0,0.0,0,0,0.0
a08d909a5be6f410,Eliot,Marshall,Eliot Marshall,Fire,"6' 2""",205,77,Orthodox,10,4,0,"Jul 07, 1980",1.93,27,2.39,67,0.47,33,79,0.9
0c1773639c795466,Doug,Marshall,Doug Marshall,The Rhino,"5' 10""",205,--,Orthodox,18,8,0,"Sep 09, 1975",6.99,46,4.02,60,0.0,0,66,2.4
0a2813f89a758ff7,David,Marshall,David Marshall,,"6' 2""",170,--,,8,4,0,"Aug 24, 1984",0.0,0,0.0,0,0.0,0,0,0.0
5d495dec23d7c68e,Francis,Marshall,Francis Marshall,Fire,"5' 9""",145,72,Orthodox,7,1,0,"Mar 03, 1999",4.08,33,3.64,57,3.73,50,0,0.8
045f25b3a4c08e81,Jack,Marshman,Jack Marshman,The Hammer,"6' 0""",185,73,Orthodox,23,10,0,"Dec 19, 1989",2.74,25,4.19,56,0.0,0,20,0.0
6a92caba39b64752,Terry,Martin,Terry Martin,,"5' 8""",185,71,Orthodox,23,11,0,"Oct 10, 1980",2.82,43,3.13,54,3.1,42,92,0.0
abbc4fc02e0d84b3,Eric,Martin,Eric Martin,,--,--,--,,0,1,0,--,0.0,0,0.0,0,0.0,0,0,0.0
3da19339ee7051d5,Justin,Martin,Justin Martin,,"6' 0""",185,--,,4,3,0,--,0.0,0,0.0,0,0.0,0,0,0.0
92c96df8bdab5fea,Dave,Martin,Dave Martin,,"6' 0""",205,--,,0,2,0,--,0.0,0,0.0,0,0.0,0,0,0.0
325550dab63fb25a,Joe,Martin,Joe Martin,,"5' 9""",170,--,,6,8,0,--,0.73,40,2.4,45,0.0,0,16,0.0
5331b25a60417ffb,Anthony,Rocco Martin,Anthony Rocco Martin,,"6' 0""",170,73,Orthodox,17,6,0,"Dec 11, 1989",2.68,37,2.59,58,0.71,27,68,1.0
19b7738321cfae42,Mallory,Martin,Mallory Martin,,"5' 4""",115,63,Orthodox,7,5,0,"Jan 29, 1994",4.42,48,6.64,55,2.28,43,25,0.3
9acf42aebe9bb895,Michal,Martinek,Michal Martinek,,"6' 2""",230,--,Southpaw,7,1,0,"Apr 19, 1990",2.45,53,4.29,51,0.0,0,0,0.0
577ec7e108b94be3,Rainy,Martinez,Rainy Martinez,,"6' 0""",199,--,Orthodox,0,2,0,--,0.0,0,0.0,0,0.0,0,0,0.0
8a9c6c4301f6d088,Danny,Martinez,Danny Martinez,The Gremlin,"5' 6""",125,67,Orthodox,21,8,0,"Jun 14, 1985",2.73,28,3.77,63,3.0,45,36,0.0
feffee4fc6da3aa3,Alonzo,Martinez,Alonzo Martinez,Zo Diddy,"5' 10""",155,--,,42,20,1,"Apr 22, 1984",3.07,27,7.33,52,0.0,0,0,0.0
76729a829623e266,Henry,Martinez,Henry Martinez,Sicario,"5' 7""",155,69,Southpaw,9,4,0,"Aug 07, 1983",2.79,25,4.01,60,0.0,0,80,0.0
f2477cf43c4975cc,Jonathan,Martinez,Jonathan Martinez,Dragon,"5' 8""",135,70,Southpaw,18,4,0,"Apr 20, 1994",4.63,49,3.81,57,0.46,41,69,0.1
8851bb0418d27d28,Poppies,Martinez,Poppies Martinez,The Tachi Kid,"5' 9""",145,--,,29,11,0,"Aug 19, 1983",2.88,50,2.16,51,1.54,33,50,9.2
f8c2aba4815876b5,Andrew,Martinez,Andrew Martinez,Mickey D,"5' 9""",215,--,,9,6,0,--,3.4,31,2.3,47,1.5,50,0,0.0
c0386644627a7ee5,Mana,Martinez,Mana Martinez,ManaBoi,"5' 10""",135,70,Orthodox,10,4,0,"Mar 25, 1996",4.33,48,4.94,50,0.72,42,25,0.5
3e708ce33b6b18e6,Victor,Martinez,Victor Martinez,The Brick,"5' 8""",155,70,Orthodox,13,5,0,"Jul 17, 1991",8.65,50,7.45,54,0.86,50,80,0.0
2c5a0b8317f8f27a,Roque,Martinez,Roque Martinez,,"5' 10""",250,72,Orthodox,15,8,2,"Mar 04, 1986",3.28,53,4.9,56,0.38,50,53,0.4
3f4c3bc822bea45d,Melissa,Martinez,Melissa Martinez,Super Mely,"5' 2""",115,66,Southpaw,7,1,0,"Aug 18, 1997",3.0,57,2.53,45,1.0,50,0,0.0
563d051c9e769b24,Wagner,da Conceicao Martins,Wagner da Conceicao Martins,Zuluzinho,"6' 7""",390,--,Orthodox,9,8,0 (1 NC),"May 19, 1978",1.91,37,5.43,42,2.2,100,100,0.0
7dcf06c1967801c1,Adriano,Martins,Adriano Martins,,"5' 10""",155,72,Southpaw,28,9,0,"Dec 16, 1982",1.8,38,2.14,65,0.83,80,81,0.4
7413b80dbb0f8f9f,Lucas,Martins,Lucas Martins,Mineiro,"6' 0""",145,72,Southpaw,19,3,0,"Nov 11, 1988",2.87,35,4.14,60,0.0,0,76,0.5
69d3fa376ff2595e,Max,Martyniouk,Max Martyniouk,Payne,--,155,--,,1,1,0,--,0.0,0,0.0,0,0.0,0,0,0.0
a17322f99ddfd8e9,Bristol,Marunde,Bristol Marunde,,"6' 1""",170,75,Orthodox,16,10,0,"Apr 20, 1982",1.42,21,4.4,47,1.6,33,14,0.0
c046100aea0dba9a,Shoji,Maruyama,Shoji Maruyama,,"5' 7""",139,--,Orthodox,12,9,1,"Apr 24, 1983",1.4,63,0.27,55,0.0,0,54,0.0
aa1a873d05acc7eb,Kazuma,Maruyama,Kazuma Maruyama,Gluttony,"5' 11""",155,72,Orthodox,11,7,0,"Jul 19, 1992",0.0,0,0.0,0,0.0,0,0,0.0
5b2d7906aa894274,Mike,Massenzio,Mike Massenzio,The Master of Disaster,"6' 2""",185,73,Southpaw,13,9,0,"Nov 01, 1982",2.08,45,3.59,54,2.74,24,50,1.4
883922e5cd6d8473,Jameel,Massouh,Jameel Massouh,,"5' 10""",145,72,Orthodox,26,9,0,"Sep 12, 1984",1.91,54,2.62,55,0.67,15,50,0.7
ca743f96dd2063d5,Tiffany,Masters,Tiffany Masters,Rainbow Renegade,"5' 3""",115,65,Orthodox,2,1,0,"Jul 31, 1994",3.53,62,2.58,50,3.06,60,0,0.0
47b9e0e7703a4868,Jorge,Masvidal,Jorge Masvidal,Gamebred,"5' 11""",170,74,Orthodox,35,17,0,"Nov 12, 1984",4.05,47,3.05,64,1.38,59,72,0.3
eec3fe66a8b11a26,Al,Matavao,Al Matavao,Sweetness,"5' 8""",205,67,Orthodox,8,3,0,"Feb 23, 1994",7.84,46,6.7,58,0.0,0,0,0.0
3a524c6700addc24,Tateki,Matsuda,Tateki Matsuda,Tech,"5' 7""",125,--,Orthodox,13,8,0,"Feb 27, 1986",3.2,34,3.43,69,0.0,0,16,0.0
cd42bbe8887bba90,Daijiro,Matsui,Daijiro Matsui,,"5' 9""",200,--,Orthodox,13,29,7,"Dec 05, 1972",0.84,45,1.69,55,1.83,30,43,0.4
2fb6f197d1fbc779,Koichiro,Matsumoto,Koichiro Matsumoto,,"5' 7""",145,--,,15,3,1,"Mar 07, 1986",1.9,26,3.5,31,0.0,0,0,0.0
5ad226da6c74a48e,Koyomi,Matsushima,Koyomi Matsushima,,"5' 7""",145,66,Orthodox,13,6,0,"Oct 08, 1992",2.7,47,2.83,59,9.0,52,33,0.0
990060b2a68a7b82,Naoki,Matsushita,Naoki Matsushita,,"5' 6""",155,--,Orthodox,12,16,11,--,3.3,32,2.2,63,1.5,100,0,0.0
18e4f61f16f458c6,AJ,Matthews,AJ Matthews,,"5' 11""",185,--,,8,7,0,--,5.11,52,4.96,51,0.0,0,100,0.0
a845f0735bc67405,Jake,Matthews,Jake Matthews,The Celtic Kid,"5' 11""",170,73,Orthodox,18,6,0,"Aug 19, 1994",3.09,44,2.24,61,1.78,41,60,0.6
36e78278a77006d4,Connor,Matthews,Connor Matthews,The Controller,"5' 8""",145,--,Switch,5,1,0,"May 31, 1992",4.93,40,7.33,52,0.0,0,40,1.0
6e2b1d631832921d,Claudio,Mattos,Claudio Mattos,Popeye,--,185,--,Orthodox,5,4,0,--,0.0,0,3.53,0,0.0,0,0,0.0
c933d423ebdbbbdb,John,Matua,John Matua,,"6' 2""",400,--,Orthodox,1,4,0,--,0.0,0,0.0,0,0.0,0,0,0.0
d3b5ad3b15a64a18,Francesco,Maturi,Francesco Maturi,,--,--,--,,0,1,0,--,0.0,0,0.0,0,0.0,0,0,0.0
ccdd90bd1fc7dab6,Vladimir,Matyushenko,Vladimir Matyushenko,The Janitor,"6' 0""",205,74,Orthodox,27,8,0,"Jan 04, 1971",1.9,44,1.62,59,3.25,46,70,0.1
f29a6350c69f4a33,Miranda,Maverick,Miranda Maverick,Fear The,"5' 3""",125,65,Southpaw,13,4,0,"Jul 01, 1997",3.74,44,2.53,60,2.7,61,44,0.4
12585614e0ed2626,Nick,Maximov,Nick Maximov,,"6' 0""",185,76,Southpaw,8,2,0,"Dec 23, 1997",1.93,45,2.64,46,4.16,45,35,0.2
a16ce18149021139,Elaina,Maxwell,Elaina Maxwell,Beef,"5' 8""",145,--,Orthodox,7,4,0,"Dec 16, 1978",2.07,60,2.4,53,0.0,0,50,1.0
c32fdfe75cda5b22,Jeremy,May,Jeremy May,,"6' 1""",185,--,,13,10,0 (1 NC),"Oct 23, 1986",0.0,0,0.0,0,0.0,0,0,0.0
2c6e81426dd7573c,Jack,May,Jack May,The Outlaw,"6' 8""",255,--,Switch,9,3,0,"Apr 14, 1981",1.52,38,3.29,33,0.91,33,20,0.0
1a9480fc288e55d7,Don'Tale,Mayes,Don'Tale Mayes,Lord Kong,"6' 6""",260,81,Orthodox,9,5,0 (1 NC),"Jan 16, 1992",3.41,45,3.8,43,0.96,50,56,0.0
7d96bc577e5178b2,Gray,Maynard,Gray Maynard,,"5' 9""",155,70,Orthodox,13,7,1 (1 NC),"May 09, 1979",1.92,32,2.64,66,2.91,47,81,0.7
1b41c21d947d6f2f,Brooke,Mayo,Brooke Mayo,The Bully,"5' 7""",125,--,,0,1,0,--,1.92,34,3.2,63,3.2,60,0,2.1
016a8d958883167c,Gina,Mazany,Gina Mazany,Danger,"5' 6""",125,68,Southpaw,7,6,0,"Aug 19, 1988",3.73,50,3.52,50,4.34,52,33,0.2
70d2329a92864fdb,Sabina,Mazo,Sabina Mazo,Colombian Queen,"5' 7""",125,70,Orthodox,9,4,0,"Mar 25, 1997",6.1,43,4.35,57,0.65,80,59,0.2
7e7d81bf162a5ec1,Scott,McAfee,Scott McAfee,,"5' 8""",155,--,Orthodox,14,7,0,"Aug 23, 1983",0.0,0,1.33,50,0.0,0,0,0.0
ef6f45095119d416,Bobby,McAndrews,Bobby McAndrews,,--,--,--,Orthodox,1,3,0,--,2.56,83,1.03,50,0.0,0,33,7.7
443f60bec7c3c3d5,Michael,McBride,Michael McBride,,"6' 1""",155,--,Orthodox,8,3,0,"Mar 09, 1986",4.08,48,5.85,40,1.85,42,30,1.2
701e057d63c124d9,Ian,McCall,Ian McCall,Uncle Creepy,"5' 5""",125,64,Orthodox,13,5,1,"May 07, 1984",3.59,39,3.25,67,2.08,30,88,0.0
51018a31ddf31eb2,Molly,McCann,Molly McCann,Meatball,"5' 4""",125,62,Orthodox,13,5,0,"May 04, 1990",5.72,50,4.9,63,1.67,35,44,0.5
da97d6c97d09c030,Charles,McCarthy,Charles McCarthy,Chainsaw,"5' 10""",185,71,Orthodox,10,5,0,"Aug 06, 1980",0.18,12,4.03,56,2.67,60,0,2.7
